row_number,transction_year,transction_month,listing_province_name_en,listing_province_name_th,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_asking_price_sqm,day
1655,2021,10,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,27,56380,2022-09-05
2040,2021,2,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,11,24285,2022-09-05
1009,2020,3,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,110,96812,2022-09-05
342,2019,10,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,456,93120,2022-09-05
1906,2021,11,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,บ้าน,Detached House,17,38473,2022-09-05
75,2020,9,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,121,64679,2022-09-05
1964,2021,6,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,27,38849,2022-09-05
2176,2019,11,NONTHABURI,นนทบุรี,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,24,21859,2022-09-05
1679,2019,12,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,18,123431,2022-09-05
837,2021,9,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,คอนโด,Condo,32,99304,2022-09-05
680,2019,7,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,94,117829,2022-09-05
1283,2022,2,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,195,142560,2022-09-05
1816,2021,2,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,12,26917,2022-09-05
1223,2021,5,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,648,140655,2022-09-05
928,2021,9,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,458,82472,2022-09-05
115,2021,12,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,2303,111489,2022-09-05
405,2020,4,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,21,72958,2022-09-05
1117,2020,3,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,20,63312,2022-09-05
1423,2020,11,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,73,71686,2022-09-05
528,2021,9,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,206,82986,2022-09-05
632,2020,1,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,12,42138,2022-09-05
2213,2019,7,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,บ้าน,Detached House,13,26754,2022-09-05
1198,2021,9,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,2388,124529,2022-09-05
373,2019,9,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,39,97219,2022-09-05
1802,2020,12,BANGKOK,กรุงเทพมหานคร,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,16,24814,2022-09-05
2136,2021,7,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,16,29734,2022-09-05
1247,2020,3,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,86,79483,2022-09-05
729,2021,8,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,144,64586,2022-09-05
2055,2021,11,BANGKOK,กรุงเทพมหานคร,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,24,36062,2022-09-05
956,2021,7,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,434,71385,2022-09-05
703,2021,8,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,39,61686,2022-09-05
875,2021,8,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,267,65102,2022-09-05
1712,2022,2,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,21,63735,2022-09-05
1393,2022,2,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,408,145313,2022-09-05
701,2020,6,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,74,69146,2022-09-05
36,2020,12,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,163,90070,2022-09-05
803,2021,4,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,731,101711,2022-09-05
1443,2020,9,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,86,84169,2022-09-05
1390,2021,6,BANGKOK,กรุงเทพมหานคร,คันนายาว,KHAN NA YAO,คอนโด,Condo,37,59331,2022-09-05
1559,2020,11,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,124,74856,2022-09-05
912,2019,1,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,72,59023,2022-09-05
1684,2020,11,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,25,57029,2022-09-05
1850,2021,8,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,21,34009,2022-09-05
363,2019,7,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,104,66539,2022-09-05
1556,2019,5,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,55,71858,2022-09-05
285,2020,9,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,30,65858,2022-09-05
330,2020,7,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,24,81654,2022-09-05
249,2021,4,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,97,57512,2022-09-05
1371,2019,1,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,11,74673,2022-09-05
1832,2021,1,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,31,29020,2022-09-05
1737,2022,1,PATHUM THANI,ปทุมธานี,เมืองปทุมธานี,MUEANG PATHUM THANI,ทาวน์โฮม,Townhome,14,20516,2022-09-05
1349,2019,11,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,259,77707,2022-09-05
1677,2021,3,SAMUT PRAKAN,สมุทรปราการ,บางเสาธง,BANG SAO THONG,คอนโด,Condo,12,51784,2022-09-05
780,2019,8,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,105,128659,2022-09-05
812,2021,1,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,121,61408,2022-09-05
1267,2021,10,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,570,69621,2022-09-05
1161,2022,1,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,440,74034,2022-09-05
566,2020,3,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,16,57035,2022-09-05
637,2019,4,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,66,60342,2022-09-05
2122,2019,10,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,12,32783,2022-09-05
1849,2019,11,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,24,42327,2022-09-05
2159,2021,4,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,14,43740,2022-09-05
1525,2021,1,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,681,105503,2022-09-05
504,2021,7,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,240,114872,2022-09-05
1063,2020,3,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,433,153944,2022-09-05
1766,2021,6,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,22,27894,2022-09-05
785,2022,2,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,147,87583,2022-09-05
1508,2021,5,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,75,70420,2022-09-05
1370,2020,4,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,95,59873,2022-09-05
1081,2021,2,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,1549,114241,2022-09-05
1207,2020,12,BANGKOK,กรุงเทพมหานคร,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,77,73310,2022-09-05
576,2019,12,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,52,62233,2022-09-05
1272,2020,12,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,316,100110,2022-09-05
1892,2021,8,BANGKOK,กรุงเทพมหานคร,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,13,29698,2022-09-05
1244,2020,10,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,68,66151,2022-09-05
615,2020,7,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,32,55861,2022-09-05
1860,2021,9,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,39,30193,2022-09-05
1918,2021,7,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,บ้าน,Detached House,41,26784,2022-09-05
1871,2021,11,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,ทาวน์โฮม,Townhome,16,38571,2022-09-05
1143,2019,11,SAMUT PRAKAN,สมุทรปราการ,บางบ่อ,BANG BO,คอนโด,Condo,42,50051,2022-09-05
212,2020,4,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,52,89637,2022-09-05
19,2021,5,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,733,87137,2022-09-05
2200,2021,9,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,30,25719,2022-09-05
329,2019,10,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,คอนโด,Condo,12,44656,2022-09-05
37,2019,4,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,73,89989,2022-09-05
517,2019,11,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,6990,161574,2022-09-05
763,2021,4,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,33,77181,2022-09-05
391,2021,3,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,679,116603,2022-09-05
1682,2019,6,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,16,59439,2022-09-05
679,2021,1,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,คอนโด,Condo,44,46282,2022-09-05
1213,2021,12,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,3453,160056,2022-09-05
2005,2021,4,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,บ้าน,Detached House,14,29018,2022-09-05
1824,2021,5,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,17,26930,2022-09-05
714,2020,5,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,19,66696,2022-09-05
777,2021,1,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,83,81847,2022-09-05
2145,2022,1,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,24,33676,2022-09-05
1664,2020,2,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,17,49446,2022-09-05
409,2020,8,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,41,177625,2022-09-05
418,2021,3,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,185,128022,2022-09-05
2071,2021,10,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,บ้าน,Detached House,11,28774,2022-09-05
91,2019,10,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,1327,101881,2022-09-05
463,2020,7,BANGKOK,กรุงเทพมหานคร,คันนายาว,KHAN NA YAO,คอนโด,Condo,13,53721,2022-09-05
1236,2019,9,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,82,70071,2022-09-05
2057,2020,2,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,บ้าน,Detached House,23,35377,2022-09-05
1180,2020,5,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,12,58270,2022-09-05
2025,2019,11,BANGKOK,กรุงเทพมหานคร,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,14,21698,2022-09-05
1228,2020,12,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,70,72077,2022-09-05
229,2020,5,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,55,58895,2022-09-05
2117,2021,11,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,ทาวน์โฮม,Townhome,22,19404,2022-09-05
512,2020,6,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,23,75309,2022-09-05
308,2020,1,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,59,88982,2022-09-05
874,2022,1,NAKHON PATHOM,นครปฐม,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,28,60868,2022-09-05
1886,2021,9,BANGKOK,กรุงเทพมหานคร,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,17,29701,2022-09-05
1191,2019,1,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,70,99018,2022-09-05
2189,2019,8,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,13,28750,2022-09-05
1049,2022,2,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,90,96351,2022-09-05
954,2020,10,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,67,67419,2022-09-05
1326,2021,12,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,680,142282,2022-09-05
